"","outcome","weather","added_var","n_obs","df","f_value","p_value","r2_base","r2_ext","delta_r2","p_corrected"
"59","FA_Mean","sp_at_age","SCZ",30711,1,5.82430751063,0.0158120073775268,0.252872242695239,0.253013967770418,0.000141725075179122,0.0899984847168898
"60","FA_Mean","sp_at_age","AD",30711,1,1.92379398919619,0.165449086331172,0.252872242695239,0.252919061048871,4.68183536320721e-05,0.403534356905297
"61","FA_Mean","avg_slhtf_at_age","RDS1",28817,1,3.15431242871827,0.0757371410213395,0.249856752036135,0.249938890873755,8.21388376202881e-05,0.269259795439392
"62","FA_Mean","avg_slhtf_at_age","N1",25080,1,0.214613223873905,0.643179408396309,0.242588410644561,0.24259489523192,6.48458735846846e-06,0.824847024544362
"63","FA_Mean","avg_slhtf_at_age","ANX",30711,1,1.70840647907477,0.19120204267316,0.25381767661451,0.25385920087588,4.15242613697187e-05,0.449980164587245
"64","FA_Mean","avg_slhtf_at_age","ADHD",30711,1,0.502887526645115,0.478239493865767,0.25381767661451,0.25382990020028,1.22235857692443e-05,0.694279498402734
"65","FA_Mean","avg_slhtf_at_age","ASD",30711,1,0.014395552131645,0.904498615217752,0.25381767661451,0.253818026529863,3.49915352748642e-07,0.950135140400953
"66","FA_Mean","avg_slhtf_at_age","BIP",30711,1,10.4089363739936,0.0012553834932865,0.25381767661451,0.254070602916997,0.000252926302486467,0.0253872698787848
"67","FA_Mean","avg_slhtf_at_age","MDD",30711,1,4.57453363740854,0.0324584449007326,0.25381767661451,0.253928854135934,0.000111177521423367,0.13562224008436
"68","FA_Mean","avg_slhtf_at_age","OCD",30711,1,0.0819934604117259,0.774615825772727,0.25381767661451,0.253819669640355,1.99302584463767e-06,0.860684250858585
"69","FA_Mean","avg_slhtf_at_age","SCZ",30711,1,5.60210391021718,0.0179450908335177,0.25381767661451,0.253953823210516,0.000136146596006137,0.097882313637369
"70","FA_Mean","avg_slhtf_at_age","AD",30711,1,1.90686116793217,0.167322395080302,0.25381767661451,0.25386402418498,4.63475704697847e-05,0.407000420465599
"71","FA_Mean","avg_snswrf_at_age","RDS1",28817,1,3.1869889907023,0.0742371325679576,0.25095671525945,0.251039583215385,8.28679559354284e-05,0.266188921558414
"72","FA_Mean","avg_snswrf_at_age","N1",25080,1,0.17030065072489,0.679848277409245,0.244168325264877,0.244173460213278,5.13494840070905e-06,0.824847024544362
"73","FA_Mean","avg_snswrf_at_age","ANX",30711,1,1.59964084619144,0.205963716855314,0.254949311806967,0.254988133600322,3.88217933542379e-05,0.449980164587245
"74","FA_Mean","avg_snswrf_at_age","ADHD",30711,1,0.536810424885927,0.463763198166272,0.254949311806967,0.254962340147014,1.30283400462394e-05,0.692183877860108
"75","FA_Mean","avg_snswrf_at_age","ASD",30711,1,0.00624535417768704,0.937011222349233,0.254949311806967,0.254949463383763,1.51576795892616e-07,0.950135140400953
"76","FA_Mean","avg_snswrf_at_age","BIP",30711,1,10.9983047129704,0.000913010551561977,0.254949311806967,0.255216148726037,0.000266836919069979,0.023463874906013
"77","FA_Mean","avg_snswrf_at_age","MDD",30711,1,4.58646524992126,0.0322332548215402,0.254949311806967,0.255060610218086,0.00011129841111901,0.13562224008436
"78","FA_Mean","avg_snswrf_at_age","OCD",30711,1,0.121115795904752,0.727829841976055,0.254949311806967,0.254952251316091,2.93950912333418e-06,0.824847024544362
"79","FA_Mean","avg_snswrf_at_age","SCZ",30711,1,5.99166195007295,0.0143792139338711,0.254949311806967,0.255094703061253,0.000145391254286142,0.0845836113757124
"80","FA_Mean","avg_snswrf_at_age","AD",30711,1,1.985037048942,0.158870897069371,0.254949311806967,0.254997486202415,4.8174395447298e-05,0.393894786122407
"81","FA_Mean","avg_sdlwrf_at_age","RDS1",28817,1,3.54278213292414,0.0598151415817512,0.248782589905353,0.248874975418361,9.23855130079143e-05,0.222453005882546
"82","FA_Mean","avg_sdlwrf_at_age","N1",25080,1,0.140996761846125,0.707295277326168,0.241932594315797,0.24193685826634,4.2639505429265e-06,0.824847024544362
"83","FA_Mean","avg_sdlwrf_at_age","ANX",30711,1,1.59188656131427,0.207066390402678,0.252683711011686,0.252722462105247,3.87510935613844e-05,0.449980164587245
"84","FA_Mean","avg_sdlwrf_at_age","ADHD",30711,1,0.512346213708861,0.474130402551792,0.252683711011686,0.252696183429463,1.24724177767987e-05,0.694279498402734
"85","FA_Mean","avg_sdlwrf_at_age","ASD",30711,1,0.00590710704624823,0.938737244191091,0.252683711011686,0.252683854815076,1.43803390084685e-07,0.950135140400953
"86","FA_Mean","avg_sdlwrf_at_age","BIP",30711,1,10.6181428703871,0.00112105180106506,0.252683711011686,0.252942111148381,0.000258400136695425,0.023463874906013
"87","FA_Mean","avg_sdlwrf_at_age","MDD",30711,1,4.44020801284818,0.0351100598599746,0.252683711011686,0.252791788407229,0.000108077395543082,0.141699793156848
"88","FA_Mean","avg_sdlwrf_at_age","OCD",30711,1,0.116808313827449,0.732524586857447,0.252683711011686,0.252686554598351,2.8435866655796e-06,0.824847024544362
"89","FA_Mean","avg_sdlwrf_at_age","SCZ",30711,1,5.81457436046622,0.0158997322999839,0.252683711011686,0.252825234994727,0.000141523983040848,0.0899984847168898
"90","FA_Mean","avg_sdlwrf_at_age","AD",30711,1,1.88230312310437,0.170082639199951,0.252683711011686,0.252729531245484,4.58202337983993e-05,0.409289773475818
"91","FA_Mean","avg_lsprate_at_age","RDS1",28817,1,3.14468751535794,0.0761851549832561,0.250023455716935,0.250105325749568,8.18700326324917e-05,0.269259795439392
"92","FA_Mean","avg_lsprate_at_age","N1",25080,1,0.186812855114342,0.665586312996278,0.243068146101359,0.243073787125292,5.64102393338373e-06,0.824847024544362
"93","FA_Mean","avg_lsprate_at_age","ANX",30711,1,1.78718553805204,0.181279360298839,0.254020112290394,0.254063539447037,4.3427156642295e-05,0.433913362417433
"94","FA_Mean","avg_lsprate_at_age","ADHD",30711,1,0.516203230421934,0.472471253077655,0.254020112290394,0.254032656128843,1.25438384485643e-05,0.694279498402734
"95","FA_Mean","avg_lsprate_at_age","ASD",30711,1,0.0178989719758659,0.893571852926241,0.254020112290394,0.254020547245939,4.34955544970084e-07,0.950135140400953
"96","FA_Mean","avg_lsprate_at_age","BIP",30711,1,10.6596416791164,0.00109618486426945,0.254020112290394,0.254279058085997,0.000258945795602816,0.023463874906013
"97","FA_Mean","avg_lsprate_at_age","MDD",30711,1,4.57820841159197,0.0323889149338018,0.254020112290394,0.254131348922498,0.000111236632103218,0.13562224008436
"98","FA_Mean","avg_lsprate_at_age","OCD",30711,1,0.119025150160161,0.73009657076518,0.254020112290394,0.254023004662011,2.89237161654743e-06,0.824847024544362
"99","FA_Mean","avg_lsprate_at_age","SCZ",30711,1,5.69959471296165,0.0169748441376466,0.254020112290394,0.254158590163748,0.000138477873353637,0.0943046896535923
"100","FA_Mean","avg_lsprate_at_age","AD",30711,1,1.92796313551283,0.164991535109552,0.254020112290394,0.254066960013459,4.68477230651243e-05,0.403511906517927
"101","FA_Mean","uvb_at_age","RDS1",28817,1,3.20101201971838,0.0736032215164238,0.25102295240366,0.251106177585129,8.32251814693041e-05,0.265185030692375
"102","FA_Mean","uvb_at_age","N1",25080,1,0.167903161092728,0.681985599277674,0.244248829265935,0.244253891385878,5.06211994341643e-06,0.824847024544362
"103","FA_Mean","uvb_at_age","ANX",30711,1,1.60180800642774,0.205656783430092,0.255007515855319,0.255046387203986,3.88713486674797e-05,0.449980164587245
"104","FA_Mean","uvb_at_age","ADHD",30711,1,0.539408275992153,0.462683669365968,0.255007515855319,0.255020606221155,1.30903658364656e-05,0.692183877860108
"105","FA_Mean","uvb_at_age","ASD",30711,1,0.00595660523066355,0.938481613311611,0.255007515855319,0.25500766041279,1.44557471770668e-07,0.950135140400953
"106","FA_Mean","uvb_at_age","BIP",30711,1,10.9883217377287,0.000917939845487403,0.255007515855319,0.255274089831062,0.00026657397574309,0.023463874906013
"107","FA_Mean","uvb_at_age","MDD",30711,1,4.58014806778393,0.0323522776401734,0.255007515855319,0.255118652309334,0.000111136454015059,0.13562224008436
"108","FA_Mean","uvb_at_age","OCD",30711,1,0.120078115983669,0.728952156962265,0.255007515855319,0.255010429952133,2.91409681413279e-06,0.824847024544362
"109","FA_Mean","uvb_at_age","SCZ",30711,1,5.994930448617,0.0143526018475739,0.255007515855319,0.255152975041894,0.000145459186575159,0.0845836113757124
"110","FA_Mean","uvb_at_age","AD",30711,1,1.98541489798304,0.158831247960199,0.255007515855319,0.255055695655957,4.81798006388701e-05,0.393894786122407
"111","FA_Mean","avg_sdirswrf_at_age","RDS1",28817,1,3.19969502004736,0.0736625085256597,0.250461656315405,0.250544909603854,8.32532884492143e-05,0.265185030692375
"112","FA_Mean","avg_sdirswrf_at_age","N1",25080,1,0.179879519078186,0.671480439893146,0.243621008682859,0.243626436381142,5.42769828329459e-06,0.824847024544362
"113","FA_Mean","avg_sdirswrf_at_age","ANX",30711,1,1.58509754292323,0.208037532390833,0.25444189428569,0.254480389344099,3.84950584094712e-05,0.449980164587245
"114","FA_Mean","avg_sdirswrf_at_age","ADHD",30711,1,0.528563178738619,0.467217100079812,0.25444189428569,0.254454731205918,1.2836920228354e-05,0.694279498402734
"115","FA_Mean","avg_sdirswrf_at_age","ASD",30711,1,0.00735004982593839,0.93167967946442,0.25444189428569,0.254442072795297,1.78509606985067e-07,0.950135140400953
"116","FA_Mean","avg_sdirswrf_at_age","BIP",30711,1,10.956076453428,0.000934046187206486,0.25444189428569,0.25470788807546,0.000265993789770769,0.023463874906013
"117","FA_Mean","avg_sdirswrf_at_age","MDD",30711,1,4.55871820371816,0.0327594701579112,0.25444189428569,0.254552594808719,0.000110700523029528,0.13562224008436
"118","FA_Mean","avg_sdirswrf_at_age","OCD",30711,1,0.121432493296493,0.727488388251491,0.25444189428569,0.254444843488294,2.94920260429654e-06,0.824847024544362
"119","FA_Mean","avg_sdirswrf_at_age","SCZ",30711,1,5.94904839043955,0.0147308582387462,0.25444189428569,0.254586350011622,0.000144455725932469,0.0860894312653999
"120","FA_Mean","avg_sdirswrf_at_age","AD",30711,1,1.97552505286342,0.159872748232497,0.25444189428569,0.254489870503619,4.79762179289578e-05,0.394688765630959
"121","FA_Mean","avg_sduvrf_at_age","RDS1",28817,1,3.20101092129434,0.0736032709425293,0.251022956057046,0.251106181209553,8.32251525079153e-05,0.265185030692375
"122","FA_Mean","avg_sduvrf_at_age","N1",25080,1,0.167903318011515,0.681985458805572,0.244248832933902,0.244253895058552,5.06212464962408e-06,0.824847024544362
"123","FA_Mean","avg_sduvrf_at_age","ANX",30711,1,1.60180803097161,0.20565677995702,0.255007518569769,0.25504638991889,3.88713491214498e-05,0.449980164587245
"124","FA_Mean","avg_sduvrf_at_age","ADHD",30711,1,0.539408939064774,0.462683394339298,0.255007518569769,0.255020608951649,1.30903818799655e-05,0.692183877860108
"125","FA_Mean","avg_sduvrf_at_age","ASD",30711,1,0.00595663749359174,0.938481447040497,0.255007518569769,0.255007663128023,1.44558254144833e-07,0.950135140400953
"126","FA_Mean","avg_sduvrf_at_age","BIP",30711,1,10.9883224598243,0.000917939487966898,0.255007518569769,0.255274092562052,0.000266573992283359,0.023463874906013
"127","FA_Mean","avg_sduvrf_at_age","MDD",30711,1,4.58014859556611,0.0323522676770228,0.255007518569769,0.255118655036184,0.000111136466414752,0.13562224008436
"128","FA_Mean","avg_sduvrf_at_age","OCD",30711,1,0.120077961369275,0.7289523245913,0.255007518569769,0.25501043266282,2.91409305119839e-06,0.824847024544362
"129","FA_Mean","avg_sduvrf_at_age","SCZ",30711,1,5.99492856444755,0.0143526171738533,0.255007518569769,0.255152977710106,0.00014545914033709,0.0845836113757124
"130","FA_Mean","avg_sduvrf_at_age","AD",30711,1,1.98541553067058,0.158831181579381,0.255007518569769,0.255055698385585,4.81798158156743e-05,0.393894786122407
"131","FA_Mean","avg_snlwrf_at_age","RDS1",28817,1,3.61147276689938,0.057392256576966,0.249201985031514,0.24929610899549,9.41239639761504e-05,0.214327929125599
"132","FA_Mean","avg_snlwrf_at_age","N1",25080,1,0.156744344959498,0.692175150169666,0.242281652838268,0.242286390833375,4.73799510650186e-06,0.824847024544362
"133","FA_Mean","avg_snlwrf_at_age","ANX",30711,1,1.6084320727843,0.20472196236077,0.253089975885811,0.253129108438297,3.91325524859987e-05,0.449980164587245
"134","FA_Mean","avg_snlwrf_at_age","ADHD",30711,1,0.492532321738914,0.482805183692938,0.253089975885811,0.253101959449106,1.19835632944598e-05,0.694279498402734
"135","FA_Mean","avg_snlwrf_at_age","ASD",30711,1,0.00528121724794045,0.942067616622779,0.253089975885811,0.253090104382568,1.28496756235386e-07,0.950135140400953
"136","FA_Mean","avg_snlwrf_at_age","BIP",30711,1,10.3521881732318,0.00129455435397045,0.253089975885811,0.25334176904849,0.000251793162678426,0.0253872698787848
"137","FA_Mean","avg_snlwrf_at_age","MDD",30711,1,4.46082536072152,0.0346887919888697,0.253089975885811,0.253198496020295,0.000108520134483592,0.141699793156848
"138","FA_Mean","avg_snlwrf_at_age","OCD",30711,1,0.0950859545815522,0.757810427464684,0.253089975885811,0.253092289405671,2.31351985940931e-06,0.843052391493468
"139","FA_Mean","avg_snlwrf_at_age","SCZ",30711,1,5.71933412457275,0.0167850748012242,0.253089975885811,0.253229106521498,0.000139130635686657,0.093829610690073
"140","FA_Mean","avg_snlwrf_at_age","AD",30711,1,1.89211261416196,0.168973868696629,0.253089975885811,0.253136009854696,4.6033968884529e-05,0.409289773475818
"141","FA_Mean","tp_at_age","RDS1",28817,1,3.14243797327554,0.0762902753744945,0.249258578135212,0.249340473045728,8.18949105159394e-05,0.269259795439392
"142","FA_Mean","tp_at_age","N1",25080,1,0.195096074257197,0.658712426613718,0.242201882973173,0.242207780858323,5.89788515009682e-06,0.824847024544362
"143","FA_Mean","tp_at_age","ANX",30711,1,1.75195501417066,0.185641005333884,0.253269978876009,0.25331259281656,4.26139405509951e-05,0.443174813794418
"144","FA_Mean","tp_at_age","ADHD",30711,1,0.500113417269555,0.479455660049169,0.253269978876009,0.253282143955777,1.21650797680894e-05,0.694279498402734
"145","FA_Mean","tp_at_age","ASD",30711,1,0.016929950465578,0.896476182036736,0.253269978876009,0.253270390697473,4.11821463819351e-07,0.950135140400953
"146","FA_Mean","tp_at_age","BIP",30711,1,10.719028236315,0.00106156642206216,0.253269978876009,0.253530628633948,0.000260649757939158,0.023463874906013
"147","FA_Mean","tp_at_age","MDD",30711,1,4.58469121010515,0.0322666334993115,0.253269978876009,0.253381485011359,0.000111506135349881,0.13562224008436
"148","FA_Mean","tp_at_age","OCD",30711,1,0.117462503411864,0.731805419274004,0.253269978876009,0.253272836144952,2.85726894366789e-06,0.824847024544362
"149","FA_Mean","tp_at_age","SCZ",30711,1,5.74830890757988,0.0165104736892089,0.253269978876009,0.253409780531129,0.000139801655120397,0.0928714145017999
"150","FA_Mean","tp_at_age","AD",30711,1,1.95166653177255,0.162417477251316,0.253269978876009,0.253317450220795,4.74713447867203e-05,0.399387239142581
"151","MD_Mean","si10_at_age","RDS1",28817,1,6.47592229699239,0.0109397264854822,0.221476167731282,0.221651161711171,0.000174993979888655,0.0677423325935048
"152","MD_Mean","si10_at_age","N1",25080,1,0.385378707303495,0.534744251810857,0.213984186796757,0.213996270775738,1.20839789804761e-05,0.740415117891956
"153","MD_Mean","si10_at_age","ANX",30711,1,2.35881015509349,0.124587481461009,0.225144588320129,0.225204123025411,5.95347052814998e-05,0.347291096503175
"154","MD_Mean","si10_at_age","ADHD",30711,1,0.150373365669551,0.698181500460764,0.225144588320129,0.225148383910897,3.79559076824076e-06,0.824847024544362
"155","MD_Mean","si10_at_age","ASD",30711,1,0.0587841002672397,0.808429763313986,0.225144588320129,0.225146072100538,1.48378040876196e-06,0.896042841111561
"156","MD_Mean","si10_at_age","BIP",30711,1,5.05065672544017,0.0246236782131286,0.225144588320129,0.22527205215882,0.000127463838691388,0.126885489005188
"157","MD_Mean","si10_at_age","MDD",30711,1,6.70807169338164,0.00960227888281417,0.225144588320129,0.225313871338271,0.000169283018142175,0.0677423325935048
"158","MD_Mean","si10_at_age","OCD",30711,1,0.174540313354464,0.676110735094762,0.225144588320129,0.225148993908031,4.40558790162915e-06,0.824847024544362
"159","MD_Mean","si10_at_age","SCZ",30711,1,2.52091201596374,0.112355891157697,0.225144588320129,0.22520821402614,6.362570601115e-05,0.345660383909541
"160","MD_Mean","si10_at_age","AD",30711,1,0.781832873530831,0.376588092432764,0.225144588320129,0.225164322244308,1.97339241791716e-05,0.605230862838371
"161","MD_Mean","d2m_at_age","RDS1",28817,1,6.89611978012866,0.00864287161451367,0.219645980590207,0.219832764602977,0.000186784012770086,0.0677423325935048
"162","MD_Mean","d2m_at_age","N1",25080,1,0.421463262548368,0.51621375433138,0.212060155983592,0.212073403764096,1.32477805041553e-05,0.719183249068486
"163","MD_Mean","d2m_at_age","ANX",30711,1,2.32640215511132,0.127205862811201,0.223235314429172,0.223294175921876,5.88614927038433e-05,0.347291096503175
"164","MD_Mean","d2m_at_age","ADHD",30711,1,0.133399519024923,0.714935532976587,0.223235314429172,0.223238689879858,3.37545068621048e-06,0.824847024544362
"165","MD_Mean","d2m_at_age","ASD",30711,1,0.0556670368126641,0.8134818664178,0.223235314429172,0.223236722993571,1.40856439945214e-06,0.897222646784339
"166","MD_Mean","d2m_at_age","BIP",30711,1,4.97961214220958,0.0256549229305529,0.223235314429172,0.223361295259331,0.000125980830159467,0.126885489005188
"167","MD_Mean","d2m_at_age","MDD",30711,1,6.72072956569477,0.00953437994671437,0.223235314429172,0.223405334714778,0.000170020285606309,0.0677423325935048
"168","MD_Mean","d2m_at_age","OCD",30711,1,0.173290761239762,0.677206521979108,0.223235314429172,0.223239699255018,4.38482584586009e-06,0.824847024544362
"169","MD_Mean","d2m_at_age","SCZ",30711,1,2.60687338494451,0.106411634167614,0.223235314429172,0.223301271665572,6.59572364002381e-05,0.345209952940917
"170","MD_Mean","d2m_at_age","AD",30711,1,0.747669339769692,0.387221892844659,0.223235314429172,0.223254232567002,1.89181378299486e-05,0.610332230403141
"171","MD_Mean","t2m_at_age","RDS1",28817,1,6.85933718588087,0.00882254390067211,0.219463556481285,0.219649387892605,0.000185831411319726,0.0677423325935048
"172","MD_Mean","t2m_at_age","N1",25080,1,0.409553946366382,0.52220184036017,0.211838066364515,0.21185094343622,1.28770717054139e-05,0.72528033383357
"173","MD_Mean","t2m_at_age","ANX",30711,1,2.33164611030899,0.126778063232318,0.223062366876527,0.223121374174269,5.90072977421086e-05,0.347291096503175
"174","MD_Mean","t2m_at_age","ADHD",30711,1,0.12894952866829,0.719526169144094,0.223062366876527,0.223065630454635,3.26357810803701e-06,0.824847024544362
