"","outcome","predictor","beta","conf_low....conf_low_predictor","conf_high....conf_high_predictor","p_value....p_value_predictor"
"23","lh_bankssts_volume","OCD",-0.004307698162856,-0.0139642270161501,0.00534883069043812,0.381929980325551
"24","lh_bankssts_volume","SCZ",-0.0043035059906024,-0.0139618937389743,0.00535488175776951,0.382484993471433
"25","lh_bankssts_volume","AD",0.00153551752442428,-0.00811746881249507,0.0111885038613436,0.755204348303795
"26","lh_caudalanteriorcingulate_volume","si10_at_age",0.00498312268064539,-0.00562090760444774,0.0155871529657385,0.357017561391555
"27","lh_caudalanteriorcingulate_volume","d2m_at_age",-0.0119912875801972,-0.0226107073906993,-0.00137186776969516,0.0268878232725105
"28","lh_caudalanteriorcingulate_volume","t2m_at_age",-0.0115967369187575,-0.0222200646552365,-0.000973409182278567,0.0323918413069541
"29","lh_caudalanteriorcingulate_volume","u10_at_age",-0.00168531834161807,-0.0122934800807369,0.00892284339750075,0.755504967800809
"30","lh_caudalanteriorcingulate_volume","v10_at_age",-0.00730496236403362,-0.017904960153939,0.00329503542587175,0.176783036440614
"31","lh_caudalanteriorcingulate_volume","sp_at_age",-0.00367049270994716,-0.0143116324987008,0.0069706470788065,0.498991624293016
"32","lh_caudalanteriorcingulate_volume","avg_slhtf_at_age",-0.0110944192063214,-0.0216962941976169,-0.00049254421502593,0.0402655533956791
"33","lh_caudalanteriorcingulate_volume","avg_snswrf_at_age",-0.00168365294096671,-0.0122864575691718,0.00891915168723835,0.75561939471178
"34","lh_caudalanteriorcingulate_volume","avg_sdlwrf_at_age",-0.0131605674579501,-0.023776659601199,-0.00254447531470118,0.0151117753868689
"35","lh_caudalanteriorcingulate_volume","avg_lsprate_at_age",0.00194840466766073,-0.00867738144230385,0.0125741907776253,0.719295094436435
"36","lh_caudalanteriorcingulate_volume","uvb_at_age",-0.00207923204544358,-0.0126821203386709,0.00852365624778369,0.700710485432628
"37","lh_caudalanteriorcingulate_volume","avg_sdirswrf_at_age",-0.000471577413204963,-0.0110752175145869,0.0101320626881769,0.930537558789123
"38","lh_caudalanteriorcingulate_volume","avg_sduvrf_at_age",-0.00207920281966544,-0.0126820910768451,0.00852368543751425,0.700714488173665
"39","lh_caudalanteriorcingulate_volume","avg_snlwrf_at_age",-0.0167172796662167,-0.027307293990554,-0.00612726534187949,0.00197588749892663
"40","lh_caudalanteriorcingulate_volume","tp_at_age",0.00331117133011658,-0.00733603260641874,0.0139583752666519,0.542162612766521
"41","lh_caudalanteriorcingulate_volume","RDS1",-0.0125976068547436,-0.0237319242497363,-0.00146328945975095,0.0265872512976542
"42","lh_caudalanteriorcingulate_volume","N1",-0.0138074477618852,-0.0258126910586506,-0.00180220446511972,0.0241859682424992
"43","lh_caudalanteriorcingulate_volume","ANX",0.00168280499287446,-0.00892433195475111,0.0122899419405,0.755835142904319
"44","lh_caudalanteriorcingulate_volume","ADHD",-0.00123569771083526,-0.0118430489737575,0.00937165355208698,0.819388138852011
"45","lh_caudalanteriorcingulate_volume","ASD",0.00214805965057014,-0.0084431846160872,0.0127393039172275,0.690983022963338
"46","lh_caudalanteriorcingulate_volume","BIP",0.0134800239448808,0.00288178374254526,0.0240782641472164,0.0126721459443966
"47","lh_caudalanteriorcingulate_volume","MDD",0.0021548759075014,-0.00844377606380424,0.012753527878807,0.690258652353277
"48","lh_caudalanteriorcingulate_volume","OCD",-0.00331670781765391,-0.0139128200570455,0.00727940442173767,0.53953974749098
"49","lh_caudalanteriorcingulate_volume","SCZ",1.62367392674182e-05,-0.010581980032728,0.0106144535112629,0.997604108611287
"50","lh_caudalanteriorcingulate_volume","AD",-0.0038973217507093,-0.0144894066524355,0.00669476315101689,0.470797763338966
"51","lh_caudalmiddlefrontal_volume","si10_at_age",-0.000837626536888376,-0.0102336510368801,0.00855839796310338,0.861291666890238
"52","lh_caudalmiddlefrontal_volume","d2m_at_age",-0.0101335282904785,-0.0195431315755655,-0.00072392500539141,0.0347944372389912
"53","lh_caudalmiddlefrontal_volume","t2m_at_age",-0.0117991057253916,-0.0212118798060969,-0.00238633164468629,0.0140176353326242
"54","lh_caudalmiddlefrontal_volume","u10_at_age",-0.0184189561858169,-0.0278162686807805,-0.00902164369085326,0.000122417301671712
"55","lh_caudalmiddlefrontal_volume","v10_at_age",-0.00282231552487212,-0.0122148680019667,0.00657023695222244,0.555891195468712
"56","lh_caudalmiddlefrontal_volume","sp_at_age",-0.00991535418493967,-0.0193435517077622,-0.000487156662117126,0.0392812143298727
"57","lh_caudalmiddlefrontal_volume","avg_slhtf_at_age",0.00104096800511903,-0.00835365885772157,0.0104355948679596,0.828068246044121
"58","lh_caudalmiddlefrontal_volume","avg_snswrf_at_age",0.00513335495380803,-0.00426129723187228,0.0145280071394883,0.284181899095785
"59","lh_caudalmiddlefrontal_volume","avg_sdlwrf_at_age",-0.00910272068247979,-0.0185096613879429,0.000304220022983276,0.0578830459157507
"60","lh_caudalmiddlefrontal_volume","avg_lsprate_at_age",-0.00529027528976083,-0.0147052851322681,0.00412473455274645,0.270755898065435
"61","lh_caudalmiddlefrontal_volume","uvb_at_age",0.00522722132247701,-0.00416750630594857,0.0146219489509026,0.275472489335232
"62","lh_caudalmiddlefrontal_volume","avg_sdirswrf_at_age",0.00602672809711306,-0.00336858420149934,0.0154220403957255,0.20865805838774
"63","lh_caudalmiddlefrontal_volume","avg_sduvrf_at_age",0.00522721947358263,-0.00416750812239419,0.0146219470695595,0.27547265748799
"64","lh_caudalmiddlefrontal_volume","avg_snlwrf_at_age",0.00287659315988138,-0.0065082969601255,0.0122614832798883,0.547991866535086
"65","lh_caudalmiddlefrontal_volume","tp_at_age",-0.00376520165498724,-0.0131993186243011,0.00566891531432661,0.434066665961911
"66","lh_caudalmiddlefrontal_volume","RDS1",0.00125317572229732,-0.00862906350202573,0.0111354149466204,0.803706585568726
"67","lh_caudalmiddlefrontal_volume","N1",-0.0100361986531419,-0.0206834104629546,0.000611013156670753,0.0646754122281866
"68","lh_caudalmiddlefrontal_volume","ANX",-0.00108249684724983,-0.0104811557182091,0.00831616202370945,0.821398085849823
"69","lh_caudalmiddlefrontal_volume","ADHD",-0.000232320109257819,-0.00963116950053474,0.0091665292820191,0.961359387956684
"70","lh_caudalmiddlefrontal_volume","ASD",-0.00222692957518043,-0.0116114905018443,0.00715763135148346,0.6418543871042
"71","lh_caudalmiddlefrontal_volume","BIP",0.00795486599231551,-0.00143643251674633,0.0173461645013774,0.0968751866937193
"72","lh_caudalmiddlefrontal_volume","MDD",0.0015355384191783,-0.00785560376245087,0.0109266806008075,0.748602993272753
"73","lh_caudalmiddlefrontal_volume","OCD",-0.0110611047536728,-0.0204492289021626,-0.00167298060518296,0.0209322078638319
"74","lh_caudalmiddlefrontal_volume","SCZ",0.00398479471890288,-0.00540584728317373,0.0133754367209795,0.405574823288726
"75","lh_caudalmiddlefrontal_volume","AD",0.000791353728133728,-0.00859403643471396,0.0101767438909814,0.86873569474529
"76","lh_cuneus_volume","si10_at_age",-0.0184186526362515,-0.0285111345037478,-0.00832617076875527,0.00034802764673438
"77","lh_cuneus_volume","d2m_at_age",0.000977650385850856,-0.00913225001790832,0.01108755078961,0.849670498918145
"78","lh_cuneus_volume","t2m_at_age",-0.000532179831457659,-0.0106457519753292,0.00958139231241384,0.917854051043772
"79","lh_cuneus_volume","u10_at_age",-0.0223043200446561,-0.0323996296131287,-0.0122090104761835,1.49266463843132e-05
"80","lh_cuneus_volume","v10_at_age",-0.0133161886175099,-0.0234059974662769,-0.0032263797687429,0.00969184520585295
"81","lh_cuneus_volume","sp_at_age",0.0206314533690785,0.0105042368778533,0.0307586698603037,6.53802463195674e-05
"82","lh_cuneus_volume","avg_slhtf_at_age",0.0123009559621594,0.00220880609644072,0.022393105827878,0.0168992340057505
"83","lh_cuneus_volume","avg_snswrf_at_age",0.00941976856759026,-0.000672978224113892,0.0195125153592944,0.0673573489520968
"84","lh_cuneus_volume","avg_sdlwrf_at_age",0.00172904501394378,-0.00837784053510554,0.0118359305629931,0.737389068737301
"85","lh_cuneus_volume","avg_lsprate_at_age",-0.028913851434404,-0.0390238505873264,-0.0188038522814815,2.09349390275821e-08
"86","lh_cuneus_volume","uvb_at_age",0.00946936572175156,-0.000623463277236442,0.0195621947207396,0.0659301559894685
"87","lh_cuneus_volume","avg_sdirswrf_at_age",0.00946343037653265,-0.000630091963704983,0.0195569527167703,0.0661185002791912
"88","lh_cuneus_volume","avg_sduvrf_at_age",0.00946935117914479,-0.000623477786552449,0.019562180144842,0.0659305705318978
"89","lh_cuneus_volume","avg_snlwrf_at_age",0.00858116963410483,-0.00150105308409047,0.0186633923523001,0.095280661883779
"90","lh_cuneus_volume","tp_at_age",-0.0294948623400754,-0.0396250906966608,-0.0193646339834899,1.16182819875186e-08
"91","lh_cuneus_volume","RDS1",-0.00945703818854408,-0.0200625775853008,0.00114850120821269,0.0805114175255266
"92","lh_cuneus_volume","N1",-0.0124228602251618,-0.0238522717039604,-0.000993448746363207,0.0331460314539933
"93","lh_cuneus_volume","ANX",0.00570210304411711,-0.00439511701845411,0.0157993231066883,0.268356770066731
"94","lh_cuneus_volume","ADHD",0.00198011609085424,-0.00811747811938002,0.0120777103010885,0.700714443486981
"95","lh_cuneus_volume","ASD",0.00470337539403117,-0.0053787900780333,0.0147855408660956,0.360530654002081
"96","lh_cuneus_volume","BIP",-0.000979464909560687,-0.0110694185225296,0.00911048870340826,0.849100662467099
"97","lh_cuneus_volume","MDD",0.00706339643998749,-0.00302564849886384,0.0171524413788388,0.170000064758037
"98","lh_cuneus_volume","OCD",0.000159878261415912,-0.00992709454675746,0.0102468510695893,0.975216623703395
"99","lh_cuneus_volume","SCZ",0.00109839943124934,-0.00899050750422913,0.0111873063667278,0.831021377963589
"100","lh_cuneus_volume","AD",0.012443287608163,0.00236108724690021,0.0225254879694257,0.0155668345101958
"101","lh_entorhinal_volume","si10_at_age",-0.00757831010045448,-0.0175175400984666,0.00236091989755769,0.135065204408963
"102","lh_entorhinal_volume","d2m_at_age",0.00774962964739663,-0.00220466722076254,0.0177039265155558,0.127036750528168
"103","lh_entorhinal_volume","t2m_at_age",0.00774992548302144,-0.00220798275023922,0.0177078337162821,0.127160127960559
"104","lh_entorhinal_volume","u10_at_age",-0.000292425782335378,-0.0102357680591121,0.00965091649444132,0.954033168477
"105","lh_entorhinal_volume","v10_at_age",-0.00203579303601238,-0.0119717374069449,0.00790015133492016,0.687983945271426
"106","lh_entorhinal_volume","sp_at_age",0.0111094291073565,0.00113589190661219,0.0210829663081009,0.029023370781425
"107","lh_entorhinal_volume","avg_slhtf_at_age",0.00660147184234326,-0.00333636965932713,0.0165393133440137,0.192923129832235
"108","lh_entorhinal_volume","avg_snswrf_at_age",0.0114234810480221,0.00148598257252845,0.0213609795235157,0.0242578680645846
"109","lh_entorhinal_volume","avg_sdlwrf_at_age",0.00515295473052572,-0.00479859687911214,0.0151045063401636,0.310153135669152
"110","lh_entorhinal_volume","avg_lsprate_at_age",-0.00448298770397109,-0.0144427291347493,0.00547675372680711,0.377656171301235
"111","lh_entorhinal_volume","uvb_at_age",0.011285516037441,0.00134791112784831,0.0212231209470336,0.0260283683177418
"112","lh_entorhinal_volume","avg_sdirswrf_at_age",0.0107569133176709,0.000818552906139906,0.0206952737292019,0.0338897491089513
"113","lh_entorhinal_volume","avg_sduvrf_at_age",0.0112855156690815,0.00134791079390081,0.0212231205442621,0.0260283726694155
"114","lh_entorhinal_volume","avg_snlwrf_at_age",-0.00159862594999278,-0.0115264769339228,0.00832922503393728,0.752297332944548
"115","lh_entorhinal_volume","tp_at_age",-0.00440369151389104,-0.0143835526567001,0.00557616962891797,0.387109482470687
"116","lh_entorhinal_volume","RDS1",-0.021646421926858,-0.0320825653158145,-0.0112102785379014,4.80599494163068e-05
"117","lh_entorhinal_volume","N1",-0.00723392556538823,-0.0184768764064216,0.00400902527564512,0.207270670997015
"118","lh_entorhinal_volume","ANX",-0.0141802578176079,-0.0241213724418934,-0.00423914319332252,0.00517951927599001
"119","lh_entorhinal_volume","ADHD",0.000914370040383431,-0.00902820055113109,0.0108569406318979,0.856953173957121
"120","lh_entorhinal_volume","ASD",0.00551559271127996,-0.00441171069545345,0.0154428961180134,0.276164376953605
"121","lh_entorhinal_volume","BIP",-0.00184706325552148,-0.0117820762212266,0.00808794971018361,0.715561721630977
"122","lh_entorhinal_volume","MDD",-0.00789820885701029,-0.0178322543662001,0.00203583665217955,0.119158327550237
"123","lh_entorhinal_volume","OCD",0.00199913504971513,-0.00793293347159322,0.0119312035710235,0.693200818815094
"124","lh_entorhinal_volume","SCZ",-0.0111969082910338,-0.0211301227151996,-0.001263693866868,0.0271544789950036
"125","lh_entorhinal_volume","AD",-0.0134891887882478,-0.0234163821879758,-0.00356199538851979,0.00774124794987032
"126","lh_fusiform_volume","si10_at_age",-0.0278713759228792,-0.0368371734823733,-0.0189055783633851,1.12098123801757e-09
"127","lh_fusiform_volume","d2m_at_age",0.0116115307096422,0.00262763191809256,0.0205954295011918,0.0113037517773712
"128","lh_fusiform_volume","t2m_at_age",0.0119588632053131,0.00297176173321264,0.0209459646774135,0.00910725227001156
"129","lh_fusiform_volume","u10_at_age",-0.0167260384245244,-0.025698695766117,-0.00775338108293191,0.000258882218282418
"130","lh_fusiform_volume","v10_at_age",-0.0215943212492052,-0.0305590189932794,-0.0126296235051309,2.35282414241695e-06
"131","lh_fusiform_volume","sp_at_age",0.0293400015172794,0.0203434324095377,0.0383365706250211,1.65895449335351e-10
"132","lh_fusiform_volume","avg_slhtf_at_age",0.0162601388311191,0.00729209241774735,0.0252281852444908,0.000380294347564589
"133","lh_fusiform_volume","avg_snswrf_at_age",0.0300444084541518,0.0210806383634843,0.0390081785448193,5.12617947952522e-11
"134","lh_fusiform_volume","avg_sdlwrf_at_age",0.00961010474216504,0.000628577993727546,0.0185916314906025,0.0359826158505307
"135","lh_fusiform_volume","avg_lsprate_at_age",-0.0295873528944517,-0.0385707740862438,-0.0206039317026595,1.09476321609071e-10
"136","lh_fusiform_volume","uvb_at_age",0.0295749568422178,0.0206109127906935,0.0385390008937421,1.01645861660104e-10
"137","lh_fusiform_volume","avg_sdirswrf_at_age",0.0288755382758974,0.0199105924799579,0.0378404840718369,2.77112437091007e-10
"138","lh_fusiform_volume","avg_sduvrf_at_age",0.0295750371022119,0.020610993115004,0.0385390810894198,1.01634047794765e-10
"139","lh_fusiform_volume","avg_snlwrf_at_age",0.00305269718562514,-0.00590788083605079,0.0120132752073011,0.504299152438404
"140","lh_fusiform_volume","tp_at_age",-0.0294267858906758,-0.0384284406901166,-0.020425131091235,1.50112493868172e-10
"141","lh_fusiform_volume","RDS1",-0.0305863723513554,-0.0400183862081963,-0.0211543584945145,2.10056557234536e-10
"142","lh_fusiform_volume","N1",-0.0178759537926705,-0.0280428617262599,-0.00770904585908109,0.000569312915790484
"143","lh_fusiform_volume","ANX",-0.00404155074948097,-0.0130151808261214,0.00493207932715944,0.377370167111279
"144","lh_fusiform_volume","ADHD",-0.00759665357451491,-0.0165701694827388,0.00137686233370893,0.097065576021481
"145","lh_fusiform_volume","ASD",-0.00654552410755194,-0.0155055321880151,0.00241448397291127,0.152193418805858
"146","lh_fusiform_volume","BIP",-0.00381521532215569,-0.0127822258776157,0.00515179523330431,0.404319337011112
"147","lh_fusiform_volume","MDD",-0.00607834090125929,-0.0150446575269485,0.00288797572442993,0.183947476933696
"148","lh_fusiform_volume","OCD",-0.00492900285983133,-0.0138932910517678,0.00403528533210511,0.28116437731697
"149","lh_fusiform_volume","SCZ",-0.00820542134494069,-0.0171711341723158,0.000760291482434471,0.0728501462309461
"150","lh_fusiform_volume","AD",0.0065817430367921,-0.00237902586122537,0.0155425119348096,0.149972937739469
"151","lh_inferiorparietal_volume","si10_at_age",-0.0105519185877132,-0.0194457460429013,-0.00165809113252501,0.0200541262366563
"152","lh_inferiorparietal_volume","d2m_at_age",-0.019354076227085,-0.0282595497016573,-0.0104486027525126,2.0529635603493e-05
"153","lh_inferiorparietal_volume","t2m_at_age",-0.0205728351681908,-0.0294811988612593,-0.0116644714751223,6.01971535097921e-06
"154","lh_inferiorparietal_volume","u10_at_age",-0.0278150169690493,-0.0367075344231218,-0.0189224995149767,8.84833239352826e-10
"155","lh_inferiorparietal_volume","v10_at_age",-0.0182184612574537,-0.0271074925977388,-0.00932942991716861,5.9036363380514e-05
"156","lh_inferiorparietal_volume","sp_at_age",0.0167980614937041,0.00787436067729238,0.0257217623101157,0.000224994493315877
"157","lh_inferiorparietal_volume","avg_slhtf_at_age",0.0122232846105766,0.00333104619017099,0.0211155230309822,0.00705801666807562
"158","lh_inferiorparietal_volume","avg_snswrf_at_age",0.00129604448147602,-0.00759741859020486,0.0101895075531569,0.775158202925082
"159","lh_inferiorparietal_volume","avg_sdlwrf_at_age",-0.0179995466403443,-0.026902730144008,-0.00909636313668061,7.4302220210201e-05
"160","lh_inferiorparietal_volume","avg_lsprate_at_age",-0.0308413028225297,-0.0397473680230961,-0.0219352376219634,1.16141849047784e-11
"161","lh_inferiorparietal_volume","uvb_at_age",0.000764936339056939,-0.00812861200287181,0.00965848468098569,0.866125250624133
"162","lh_inferiorparietal_volume","avg_sdirswrf_at_age",0.0020922725680222,-0.00680185932405838,0.0109864044601028,0.644741699691322
"163","lh_inferiorparietal_volume","avg_sduvrf_at_age",0.000764980035666591,-0.00812856827495245,0.00965852834628564,0.866117674811496
"164","lh_inferiorparietal_volume","avg_snlwrf_at_age",-0.00278220239646794,-0.0116662674875195,0.00610186269458357,0.539337718603598
"165","lh_inferiorparietal_volume","tp_at_age",-0.0332239090708322,-0.0421469160128827,-0.0243009021287817,2.9913009860642e-13
"166","lh_inferiorparietal_volume","RDS1",-0.0149629085033969,-0.024303889985349,-0.00562192702144486,0.00169284831769821
"167","lh_inferiorparietal_volume","N1",-0.0101749868999615,-0.0202886473729695,-6.13264269534817e-05,0.0486269904874496
"168","lh_inferiorparietal_volume","ANX",-0.00400697080958501,-0.0129039664793438,0.00489002486017381,0.377377938172577
"169","lh_inferiorparietal_volume","ADHD",-0.0139037039489912,-0.0227996242344108,-0.00500778366357162,0.00219021147665041
"170","lh_inferiorparietal_volume","ASD",0.000905217863445883,-0.00797856346781874,0.0097889991947105,0.841701277438281
"171","lh_inferiorparietal_volume","BIP",-0.000434645491749745,-0.00932517769865087,0.00845588671515138,0.92366126869475
"172","lh_inferiorparietal_volume","MDD",-0.00678201623844981,-0.01567169268227,0.00210766020537038,0.134837677330912
"173","lh_inferiorparietal_volume","OCD",-0.000550245397417076,-0.00943814522367117,0.00833765442883702,0.903418436082794
"174","lh_inferiorparietal_volume","SCZ",-0.00654387224854529,-0.0154331829840744,0.00234543848698384,0.149062856719538
"175","lh_inferiorparietal_volume","AD",0.00159910616567483,-0.00728542049999918,0.0104836328313488,0.724253192884177
"176","lh_inferiortemporal_volume","si10_at_age",-0.019074500691109,-0.027897497104972,-0.010251504277246,2.26755286941665e-05
"177","lh_inferiortemporal_volume","d2m_at_age",0.00719657669874154,-0.00164202891257717,0.0160351823100603,0.110519979316537
"178","lh_inferiortemporal_volume","t2m_at_age",0.0073823525380019,-0.00145944052266001,0.0162241455986638,0.101742363505249
"179","lh_inferiortemporal_volume","u10_at_age",-0.0147168413612512,-0.023544214572585,-0.00588946814991737,0.00108526663352314
"180","lh_inferiortemporal_volume","v10_at_age",-0.0194051416211908,-0.0282248309820499,-0.0105854522603316,1.61925379203451e-05
"181","lh_inferiortemporal_volume","sp_at_age",0.0296849319929646,0.0208347602701896,0.0385351037157396,4.96666325199393e-11
"182","lh_inferiortemporal_volume","avg_slhtf_at_age",0.0101689837406177,0.00134544814566655,0.0189925193355689,0.0238955836102466
"183","lh_inferiortemporal_volume","avg_snswrf_at_age",0.0186854305534248,0.00986345838176847,0.0275074027250811,3.31228308568958e-05
"184","lh_inferiortemporal_volume","avg_sdlwrf_at_age",0.00453712109635215,-0.00429908090968446,0.0133733231023888,0.314220722013621
"185","lh_inferiortemporal_volume","avg_lsprate_at_age",-0.0275751503353188,-0.0364133438116143,-0.0187369568590233,9.75230610637495e-10
"186","lh_inferiortemporal_volume","uvb_at_age",0.0181431747337696,0.00932098371708366,0.0269653657504556,5.56977773406505e-05
"187","lh_inferiortemporal_volume","avg_sdirswrf_at_age",0.0177792334108073,0.008956343830602,0.0266021229910126,7.84142820471417e-05
"188","lh_inferiortemporal_volume","avg_sduvrf_at_age",0.0181433081608812,0.00932111720919658,0.0269654991125658,5.56907489578754e-05
"189","lh_inferiortemporal_volume","avg_snlwrf_at_age",-0.00288065745765646,-0.0116957680147084,0.00593445309939547,0.521842828009362
"190","lh_inferiortemporal_volume","tp_at_age",-0.0278140884536855,-0.0366700597185601,-0.0189581171888108,7.55616699880687e-10
"191","lh_inferiortemporal_volume","RDS1",-0.016956348580363,-0.0262364084397553,-0.00767628872097082,0.000342374364998105
"192","lh_inferiortemporal_volume","N1",-0.00326103180371485,-0.0132804154614048,0.00675835185397511,0.523515430765137
"193","lh_inferiortemporal_volume","ANX",-0.0119224600527804,-0.0207495087057031,-0.00309541139985774,0.00811606401366905
"194","lh_inferiortemporal_volume","ADHD",-0.00587013040844871,-0.014698115553475,0.00295785473657755,0.192474980179512
"195","lh_inferiortemporal_volume","ASD",0.00244432561635151,-0.00637047145469406,0.0112591226873971,0.586778833189558
"196","lh_inferiortemporal_volume","BIP",0.00442198104477192,-0.00439941365315484,0.0132433757426987,0.325847631115672
"197","lh_inferiortemporal_volume","MDD",-0.0145390722476222,-0.023358575192235,-0.00571956930300941,0.00123421052120289
"198","lh_inferiortemporal_volume","OCD",0.000334387610836362,-0.00848453405832104,0.00915330927999376,0.940757033487538
"199","lh_inferiortemporal_volume","SCZ",-0.00206328257711429,-0.0108838721918489,0.00675730703762033,0.646606374337729
"200","lh_inferiortemporal_volume","AD",-0.00547928338866433,-0.0142946612130402,0.00333609443571153,0.223125943318691
"201","lh_isthmuscingulate_volume","si10_at_age",-0.00159094738461581,-0.0104668400408462,0.0072849452716146,0.725346979299506
"202","lh_isthmuscingulate_volume","d2m_at_age",-0.00309843699703876,-0.0119877486097552,0.00579087461567769,0.494493664395238
"203","lh_isthmuscingulate_volume","t2m_at_age",-0.00397850107048339,-0.01287099361334,0.00491399147237318,0.380535609602163
"204","lh_isthmuscingulate_volume","u10_at_age",-0.011932700202692,-0.0208109549802302,-0.00305444542515387,0.00843365505099213
"205","lh_isthmuscingulate_volume","v10_at_age",-0.00155110793197175,-0.0104237674236654,0.00732155155972186,0.731862523471333
"206","lh_isthmuscingulate_volume","sp_at_age",0.000137020789051744,-0.00876989458769945,0.00904393616580294,0.975945568791337
"207","lh_isthmuscingulate_volume","avg_slhtf_at_age",0.00354631371663092,-0.00532819013528374,0.0124208175685456,0.4334885859491
"208","lh_isthmuscingulate_volume","avg_snswrf_at_age",-0.00209303316848003,-0.0109677780467564,0.00678171170979632,0.643898802975785
"209","lh_isthmuscingulate_volume","avg_sdlwrf_at_age",-0.00187662638381659,-0.010763341050864,0.00701008828323085,0.678945775042633
"210","lh_isthmuscingulate_volume","avg_lsprate_at_age",-0.00606775666338252,-0.0149615137206898,0.00282600039392476,0.181155462085817
"211","lh_isthmuscingulate_volume","uvb_at_age",-0.00207280123722698,-0.010947624104522,0.00680202163006808,0.647108909823823
"212","lh_isthmuscingulate_volume","avg_sdirswrf_at_age",-0.00179853558751459,-0.0106739749442743,0.00707690376924515,0.691232744496731
"213","lh_isthmuscingulate_volume","avg_sduvrf_at_age",-0.00207281436455595,-0.0109476372006928,0.00680200847158094,0.647106825571737
"214","lh_isthmuscingulate_volume","avg_snlwrf_at_age",0.00558749828823018,-0.00327772127992396,0.0144527178563843,0.2167064308952
"215","lh_isthmuscingulate_volume","tp_at_age",-0.0053702837593719,-0.0142820598721695,0.00354149235342574,0.237559700332723
"216","lh_isthmuscingulate_volume","RDS1",-0.00344971797218664,-0.0127934901300443,0.00589405418567102,0.469287388405982
"217","lh_isthmuscingulate_volume","N1",-0.00273178784613969,-0.012776752506349,0.00731317681406966,0.594003955510048
"218","lh_isthmuscingulate_volume","ANX",-0.000767806090194023,-0.00964620396226222,0.00811059178187417,0.865400657514821
"219","lh_isthmuscingulate_volume","ADHD",-0.00388327187088645,-0.0127617403922483,0.00499519665047541,0.391294367183939
"220","lh_isthmuscingulate_volume","ASD",0.00315026790849071,-0.00571477031954953,0.0120153061365309,0.486109997957936
"221","lh_isthmuscingulate_volume","BIP",-2.40619643064861e-05,-0.00889590258903337,0.0088477786604204,0.995758523531533
"222","lh_isthmuscingulate_volume","MDD",0.00111566385013115,-0.00775563627126076,0.00998696397152306,0.805299312157106
"223","lh_isthmuscingulate_volume","OCD",-0.00254002869890026,-0.0114091976940094,0.00632914029620885,0.574574335544862
"224","lh_isthmuscingulate_volume","SCZ",0.00513643205900244,-0.00373430321100415,0.014007167329009,0.256415610537905
"225","lh_isthmuscingulate_volume","AD",-0.0128585226680127,-0.0217232182013678,-0.00399382713465759,0.00447062551103692
